EMPRESA (SIGLA);EMPRESA (NOME);EMPRESA (NACIONALIDADE);ANO;MÊS;AEROPORTO DE ORIGEM (SIGLA);AEROPORTO DE ORIGEM (NOME);AEROPORTO DE ORIGEM (UF);AEROPORTO DE ORIGEM (REGIÃO);AEROPORTO DE ORIGEM (PAÍS);AEROPORTO DE ORIGEM (CONTINENTE);AEROPORTO DE DESTINO (SIGLA);AEROPORTO DE DESTINO (NOME);AEROPORTO DE DESTINO (UF);AEROPORTO DE DESTINO (REGIÃO);AEROPORTO DE DESTINO (PAÍS);AEROPORTO DE DESTINO (CONTINENTE);NATUREZA;GRUPO DE VOO;PASSAGEIROS PAGOS;PASSAGEIROS GRÁTIS;CARGA PAGA (KG);CARGA GRÁTIS (KG);CORREIO (KG);ASK;RPK;ATK;RTK;COMBUSTÍVEL (LITROS);DISTÂNCIA VOADA (KM);DECOLAGENS;CARGA PAGA KM;CARGA GRATIS KM;CORREIO KM;ASSENTOS;PAYLOAD;HORAS VOADAS;BAGAGEM (KG)
ACA;AIR CANADA;ESTRANGEIRA;2020;2;CYUL;MONTREAL, QUEBEC;;;CANADÁ;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;3194;78;28629;0;299;29122900;26011900;5610260;2576660;0;97728;12;233155000;0;2435060;3576;688884;120,732;0
ACA;AIR CANADA;ESTRANGEIRA;2020;2;CYYZ;TORONTO;;;CANADÁ;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;7751;248;158587;0;5551;70812500;63511700;13635500;7060990;0;237626;29;1299460000;0;45484900;8642;1664080;312,786;0
ACA;AIR CANADA;ESTRANGEIRA;2020;2;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;CYUL;MONTREAL, QUEBEC;;;CANADÁ;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;2586;95;145500;0;0;31549900;21060400;6077790;3080380;0;105872;13;1184950000;0;0;3874;746291;131,717;0
ACA;AIR CANADA;ESTRANGEIRA;2020;2;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;CYYZ;TORONTO;;;CANADÁ;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;7506;249;319482;128;3327;70812500;61504200;13632500;8180460;0;237626;29;2617840000;1048830;27261400;8642;1663720;268,086;0
ACA;AIR CANADA;ESTRANGEIRA;2020;3;CYUL;MONTREAL, QUEBEC;;;CANADÁ;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;2226;32;15325;0;97;24269100;18128500;4675220;1757160;0;81440;10;124807000;0;789968;2980;574070;91,915;0
ACA;AIR CANADA;ESTRANGEIRA;2020;3;CYYZ;TORONTO;;;CANADÁ;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;6710;127;141918;0;5130;68018400;54981700;13062500;6153250;0;229432;28;1162880000;0;42035200;8301;1594150;280,932;0
ACA;AIR CANADA;ESTRANGEIRA;2020;3;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;CYUL;MONTREAL, QUEBEC;;;CANADÁ;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;2298;65;94545;0;0;24269100;18714900;4675220;2454310;0;81440;10;769974000;0;0;2980;574070;109,566;0
ACA;AIR CANADA;ESTRANGEIRA;2020;3;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;CYYZ;TORONTO;;;CANADÁ;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;6747;156;375968;0;4020;68018400;55284900;13065400;8089250;0;229432;28;3080680000;0;32939900;8301;1594510;279,064;0
ACA;AIR CANADA;ESTRANGEIRA;2020;5;CYVR;VANCOUVER, BRITISH COLUMBIA;;;CANADÁ;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;15567;0;0;3293500;0;634462;172046;0;11052;1;172046000;0;0;298;57407;15,55;0
ACA;AIR CANADA;ESTRANGEIRA;2020;5;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;CYYZ;TORONTO;;;CANADÁ;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;0;0;29961;0;0;2441810;0;470392;245500;0;8194;1;245500000;0;0;298;57407;24,117;0
ACA;AIR CANADA;ESTRANGEIRA;2020;7;CYYZ;TORONTO;;;CANADÁ;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;450;0;57120;0;16357;3687300;3687300;2186160;933925;0;32776;4;468041000;0;134029000;450;266800;39,5;0
ACA;AIR CANADA;ESTRANGEIRA;2020;7;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;CYYZ;TORONTO;;;CANADÁ;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;448;0;114042;0;2;3687300;3670910;2186160;1264860;0;32776;4;934460000;0;16388;450;266800;40,233;0
ACL;AER CARAIBE S.A.;ESTRANGEIRA;2020;5;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;56637;43152;0;2697;1;43152000;0;0;0;21000;3,5;0
ACL;AER CARAIBE S.A.;ESTRANGEIRA;2020;5;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SKLT;LETICIA;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;69405;0;0;3305;1;0;0;0;0;21000;4,5;0
ACL;AER CARAIBE S.A.;ESTRANGEIRA;2020;5;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;37527;28592;0;1787;1;28592000;0;0;0;21000;2,583;0
ACL;AER CARAIBE S.A.;ESTRANGEIRA;2020;5;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;16000;0;0;;;;;;;;;;;;;;0
ADB;ANTONOV AIRLINES;ESTRANGEIRA;2020;2;KLCK;COLUMBUS, OHIO;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;86000;0;0;;;;;;;;;;;;;;0
ADB;ANTONOV AIRLINES;ESTRANGEIRA;2020;2;KLCK;COLUMBUS, OHIO;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SMJP;ZANDERIJ;;;SURINAME;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;519530;406178;0;4723;1;406178000;0;0;0;110000;6,3;0
ADB;ANTONOV AIRLINES;ESTRANGEIRA;2020;2;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;86000;0;0;;;;;;;;;;;;;;0
ADB;ANTONOV AIRLINES;ESTRANGEIRA;2020;2;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SMJP;ZANDERIJ;;;SURINAME;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;384780;300828;0;3498;1;300828000;0;0;0;110000;4,75;0
ADB;ANTONOV AIRLINES;ESTRANGEIRA;2020;2;SMJP;ZANDERIJ;;;SURINAME;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;;;;;;0;0;722260;564676;0;6566;2;564676000;0;0;0;220000;13,25;
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2020;1;LEMD;MADRID;;;ESPANHA;EUROPA;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;2021;16;53816;0;0;16337100;12269500;2569180;1430970;0;54639;9;326717000;0;0;2691;423189;78,9333;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2020;1;LEMD;MADRID;;;ESPANHA;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;9016;63;152043;42798;0;86486100;75536000;14436100;8072050;0;259718;31;1273820000;358562000;0;10323;1723100;317,433;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2020;1;LEMD;MADRID;;;ESPANHA;EUROPA;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;2304;7;17500;0;0;16918300;14485200;2904800;1413690;0;56583;9;110022000;0;0;2691;462033;71,15;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2020;1;LEMD;MADRID;;;ESPANHA;EUROPA;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;3254;39;30820;0;0;26944700;22556700;4626280;2243740;0;90116;13;213644000;0;0;3887;667381;115,817;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2020;1;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;LEMD;MADRID;;;ESPANHA;EUROPA;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;1815230;1523820;311666;171936;0;6071;1;34792900;0;0;299;51337;10,1667;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2020;1;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;LEMD;MADRID;;;ESPANHA;EUROPA;INTERNACIONAL;REGULAR;2195;23;61613;0;0;16337100;13325800;2569180;1573370;0;54639;9;374053000;0;0;2691;423189;99,1667;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2020;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;LEMD;MADRID;;;ESPANHA;EUROPA;INTERNACIONAL;REGULAR;9129;119;202527;0;0;86486100;76482800;14436100;8580210;0;259718;31;1696770000;0;0;10323;1723100;289,667;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2020;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;LEMD;MADRID;;;ESPANHA;EUROPA;INTERNACIONAL;NÃO REGULAR;251;1;5731;0;0;;;;;;;;;;;;;;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2020;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;LEMD;MADRID;;;ESPANHA;EUROPA;INTERNACIONAL;REGULAR;2086;28;63906;0;0;15038500;13114700;2582040;1582100;0;50296;8;401777000;0;0;2392;410696;58,2667;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2020;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;187473;157377;32188;17757;0;627;1;3593340;0;0;299;51337;0,95;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2020;1;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;LEMD;MADRID;;;ESPANHA;EUROPA;INTERNACIONAL;REGULAR;3402;53;80185;0;0;26944700;23582700;4626280;2678280;0;90116;13;555842000;0;0;3887;667381;103,15;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2020;2;LEMD;MADRID;;;ESPANHA;EUROPA;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;665;7;16710;0;0;7285200;4037220;1168060;464794;0;24284;4;101446000;0;0;1200;192400;35,7167;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2020;2;LEMD;MADRID;;;ESPANHA;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;7764;45;184746;9909;0;81559800;65046800;13504800;7402000;0;242962;29;1547800000;83017600;0;9735;1611940;292,267;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2020;2;LEMD;MADRID;;;ESPANHA;EUROPA;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;2212;16;23615;0;0;16918300;13906800;2741990;1400080;0;56583;9;148468000;0;0;2691;436137;70,4333;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2020;2;LEMD;MADRID;;;ESPANHA;EUROPA;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;3016;45;58750;0;0;24872000;20906900;4270420;2288870;0;83184;12;407255000;0;0;3588;616044;105,183;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2020;2;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;LEMD;MADRID;;;ESPANHA;EUROPA;INTERNACIONAL;REGULAR;630;10;35100;0;0;7285200;3824730;1168060;557316;0;24284;4;213092000;0;0;1200;192400;43,6;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2020;2;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;LEMD;MADRID;;;ESPANHA;EUROPA;INTERNACIONAL;REGULAR;7313;55;204686;304;0;81660400;61268300;13504800;7228990;0;242962;29;1714860000;2546910;0;9747;1611940;269,7;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2020;2;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;LEMD;MADRID;;;ESPANHA;EUROPA;INTERNACIONAL;REGULAR;2160;13;105650;0;0;16918300;13579900;2741990;1886410;0;56583;9;664222000;0;0;2691;436137;66,6833;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2020;2;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;LEMD;MADRID;;;ESPANHA;EUROPA;INTERNACIONAL;REGULAR;2930;34;166010;0;0;24872000;20310800;4270420;2978740;0;83184;12;1150780000;0;0;3588;616044;96,3333;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2020;3;LEMD;MADRID;;;ESPANHA;EUROPA;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;181;0;2501;0;0;3630460;1098850;570928;114079;0;12142;2;15183600;0;0;598;94042;16,6667;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2020;3;LEMD;MADRID;;;ESPANHA;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;4782;30;182495;14282;0;61377200;40063600;10245000;5134660;0;184316;22;1528940000;119655000;0;7326;1222850;221,283;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2020;3;LEMD;MADRID;;;ESPANHA;EUROPA;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;963;14;14244;0;0;11278900;6054380;1773730;634444;0;37722;6;89552000;0;0;1794;282126;48,55;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2020;3;LEMD;MADRID;;;ESPANHA;EUROPA;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;1394;9;28790;0;0;18466800;9663210;2846940;1069260;0;55456;8;199572000;0;0;2664;410696;69,95;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2020;3;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;LEMD;MADRID;;;ESPANHA;EUROPA;INTERNACIONAL;REGULAR;264;3;3521;0;0;3630460;1602740;570928;165622;0;12142;2;21376000;0;0;598;94042;22,2667;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2020;3;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;LEMD;MADRID;;;ESPANHA;EUROPA;INTERNACIONAL;REGULAR;4896;50;200735;0;0;64167100;41018700;10710700;5373430;0;192694;23;1681760000;0;0;7659;1278430;213,433;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2020;3;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;LEMD;MADRID;;;ESPANHA;EUROPA;INTERNACIONAL;REGULAR;918;9;62597;0;0;11278900;5771470;1773730;912975;0;37722;6;393547000;0;0;1794;282126;43,9833;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2020;3;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;LEMD;MADRID;;;ESPANHA;EUROPA;INTERNACIONAL;REGULAR;1485;16;97848;0;0;18466800;10294000;2846940;1604740;0;55456;8;678282000;0;0;2664;410696;63,8333;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2020;4;LEMD;MADRID;;;ESPANHA;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;81;0;6320;385;0;2505020;678618;363864;114024;0;8378;1;52949000;3225530;0;299;43431;10,1167;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2020;4;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;LEMD;MADRID;;;ESPANHA;EUROPA;INTERNACIONAL;NÃO REGULAR;0;0;2849;0;0;2505020;0;363864;23868;0;8378;1;23868900;0;0;299;43431;12,0667;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2020;7;LEMD;MADRID;;;ESPANHA;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;846;5;24050;400;0;7515070;7087790;1091590;839390;0;25134;3;201491000;3351200;0;897;130293;29,4;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2020;7;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;LEMD;MADRID;;;ESPANHA;EUROPA;INTERNACIONAL;NÃO REGULAR;638;4;40308;0;0;7515070;5345160;1091590;818764;0;25134;3;337700000;0;0;897;130293;28,8667;0
AFR;SOCIÉTÉ AIR FRANCE;ESTRANGEIRA;2020;1;LFPG;PARIS;;;FRANÇA;EUROPA;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;3947;60;64438;2179;0;32223600;27940800;5479140;2970820;0;106185;15;456157000;15425100;0;4552;774000;138,784;0
AFR;SOCIÉTÉ AIR FRANCE;ESTRANGEIRA;2020;1;LFPG;PARIS;;;FRANÇA;EUROPA;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;13103;232;298055;6716;2769;138871000;122570000;24132900;13840400;0;413280;45;2779920000;62983900;29186800;15121;2627720;515,649;0
AFR;SOCIÉTÉ AIR FRANCE;ESTRANGEIRA;2020;1;LFPG;PARIS;;;FRANÇA;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;14745;132;521954;8632;27278;152060000;136391000;30381900;17393300;0;517275;55;4865370000;79848400;252703000;16168;3230400;660,104;0
AFR;SOCIÉTÉ AIR FRANCE;ESTRANGEIRA;2020;1;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;LFPG;PARIS;;;FRANÇA;EUROPA;INTERNACIONAL;REGULAR;3925;88;148889;2241;0;30015000;27785100;5113860;3554640;0;99106;14;1053990000;15864000;0;4240;722400;119,932;0
AFR;SOCIÉTÉ AIR FRANCE;ESTRANGEIRA;2020;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;LFPG;PARIS;;;FRANÇA;EUROPA;INTERNACIONAL;REGULAR;13267;285;388394;12548;0;133728000;121844000;23342000;14533000;0;394912;43;3567010000;115241000;0;14561;2541590;471,934;0
AFR;SOCIÉTÉ AIR FRANCE;ESTRANGEIRA;2020;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;94360;81891;17389;9070;0;337;1;1562670;47854;137833;280;51600;1,017;0
AFR;SOCIÉTÉ AIR FRANCE;ESTRANGEIRA;2020;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;LFPG;PARIS;;;FRANÇA;EUROPA;INTERNACIONAL;REGULAR;16288;247;346332;10071;26648;164776000;153189000;33321000;17294800;0;564300;60;3257250000;94717700;250624000;17520;3542900;674,516;0
AFR;SOCIÉTÉ AIR FRANCE;ESTRANGEIRA;2020;2;LFPG;PARIS;;;FRANÇA;EUROPA;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;3003;51;55180;1781;0;26050700;21258200;4354290;2303860;0;84948;12;390619000;12607700;0;3680;615100;109,217;0
AFR;SOCIÉTÉ AIR FRANCE;ESTRANGEIRA;2020;2;LFPG;PARIS;;;FRANÇA;EUROPA;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;12555;310;307469;6209;1999;125949000;115305000;22295200;13219600;0;367360;40;2823800000;57023500;18358800;13714;2427620;454,833;0
AFR;SOCIÉTÉ AIR FRANCE;ESTRANGEIRA;2020;2;LFPG;PARIS;;;FRANÇA;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;14400;165;594031;8635;31827;156875000;135432000;31044900;18075000;0;536085;57;5586860000;81212200;299333000;16680;3300900;664,501;0
AFR;SOCIÉTÉ AIR FRANCE;ESTRANGEIRA;2020;2;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;LFPG;PARIS;;;FRANÇA;EUROPA;INTERNACIONAL;REGULAR;3376;56;106893;1824;0;26050700;23898700;4383310;2907570;0;84948;12;756696000;12912100;0;3680;619200;102,201;0
AFR;SOCIÉTÉ AIR FRANCE;ESTRANGEIRA;2020;2;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;LFPG;PARIS;;;FRANÇA;EUROPA;INTERNACIONAL;REGULAR;12183;258;511069;8898;294;132020000;111889000;23355200;14766300;0;385728;42;4693660000;81719200;2700100;14375;2543040;459,2;0
AFR;SOCIÉTÉ AIR FRANCE;ESTRANGEIRA;2020;2;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;LFPG;PARIS;;;FRANÇA;EUROPA;INTERNACIONAL;REGULAR;14719;154;607730;9225;23811;159659000;138432000;31632800;18398500;0;545490;58;5715700000;86761100;223942000;16976;3363400;649,882;0
AFR;SOCIÉTÉ AIR FRANCE;ESTRANGEIRA;2020;3;LFPG;PARIS;;;FRANÇA;EUROPA;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;1451;32;56843;1500;0;21647600;10271600;3652760;1326830;0;70790;10;402392000;10618500;0;3058;516000;91,267;0
AFR;SOCIÉTÉ AIR FRANCE;ESTRANGEIRA;2020;3;LFPG;PARIS;;;FRANÇA;EUROPA;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;7897;129;344330;8576;2114;109657000;72526000;19521900;9709070;0;321440;35;3162330000;78762000;19415000;11940;2125650;399,435;0
AFR;SOCIÉTÉ AIR FRANCE;ESTRANGEIRA;2020;3;LFPG;PARIS;;;FRANÇA;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;9391;84;511784;7149;26342;132121000;88322300;25932400;13010100;0;460845;49;4813330000;67236300;247747000;14048;2757300;578,968;0
AFR;SOCIÉTÉ AIR FRANCE;ESTRANGEIRA;2020;3;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;LFPG;PARIS;;;FRANÇA;EUROPA;INTERNACIONAL;REGULAR;2130;43;133469;1635;0;21647600;15078300;3652760;2301870;0;70790;10;944827000;11574200;0;3058;516000;89,917;0
AFR;SOCIÉTÉ AIR FRANCE;ESTRANGEIRA;2020;3;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;LFPG;PARIS;;;FRANÇA;EUROPA;INTERNACIONAL;REGULAR;9984;151;499093;10619;0;112522000;91693100;20119000;12836000;0;330624;36;4583670000;97524900;0;12252;2190660;392,515;0
AFR;SOCIÉTÉ AIR FRANCE;ESTRANGEIRA;2020;3;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;LFPG;PARIS;;;FRANÇA;EUROPA;INTERNACIONAL;REGULAR;10153;107;543350;7723;13038;129488000;95489000;25064300;13826800;0;442035;47;5110210000;72634800;122622000;13768;2665000;10361000;0
AFR;SOCIÉTÉ AIR FRANCE;ESTRANGEIRA;2020;4;LFPG;PARIS;;;FRANÇA;EUROPA;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;137;1;64809;524;1766;10249300;1258210;1971620;724661;0;36736;4;595206000;4812420;16218900;1116;214680;45,799;0
