EMPRESA (SIGLA);EMPRESA (NOME);EMPRESA (NACIONALIDADE);ANO;MÊS;AEROPORTO DE ORIGEM (SIGLA);AEROPORTO DE ORIGEM (NOME);AEROPORTO DE ORIGEM (UF);AEROPORTO DE ORIGEM (REGIÃO);AEROPORTO DE ORIGEM (PAÍS);AEROPORTO DE ORIGEM (CONTINENTE);AEROPORTO DE DESTINO (SIGLA);AEROPORTO DE DESTINO (NOME);AEROPORTO DE DESTINO (UF);AEROPORTO DE DESTINO (REGIÃO);AEROPORTO DE DESTINO (PAÍS);AEROPORTO DE DESTINO (CONTINENTE);NATUREZA;GRUPO DE VOO;PASSAGEIROS PAGOS;PASSAGEIROS GRÁTIS;CARGA PAGA (KG);CARGA GRÁTIS (KG);CORREIO (KG);ASK;RPK;ATK;RTK;COMBUSTÍVEL (LITROS);DISTÂNCIA VOADA (KM);DECOLAGENS;CARGA PAGA KM;CARGA GRATIS KM;CORREIO KM;ASSENTOS;PAYLOAD;HORAS VOADAS;BAGAGEM (KG)
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2020;1;OMAA;AB DHABI INTERNATIONAL;;;EMIRADOS ÁRABES UNIDOS;ÁSIA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;105741;12121;1;0;0;0;0;0;16,15;0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2020;1;SACO;CÓRDOBA, CÓRDOBA PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;EGYP;FALKLAND ISLANDS;;;REINO UNIDO;EUROPA;INTERNACIONAL;REGULAR;17;0;975;0;0;514709;104805;95489;16684;17202;2329;1;6609700;0;360995;221;41000;3,25;269
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2020;1;SACO;CÓRDOBA, CÓRDOBA PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;137;0;770;0;0;431834;267698;80114;23899;13390;1954;1;1504580;0;0;221;41000;3,13333;1186
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2020;1;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;6589;4;14;0;0;8607050;8150590;827789;669769;222905;48243;39;17318;0;0;6958;669200;76,2833;47273
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2020;1;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;359280;321356;33732;28225;7507;1996;1;0;0;0;180;16900;3,7;0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2020;1;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;5353;5;121;0;0;12323300;11680600;1180620;989805;309322;69860;35;287424;123752;0;6174;591500;103,3;51268
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2020;1;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;6382;1722;1;0;0;0;0;0;2,83333;0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2020;1;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;161;0;0;0;0;;;;;;;;;;;;;;2066
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2020;1;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;25916;179;8209;1385;951;47739000;44040200;4944290;3882060;1211060;254856;148;23346900;3187420;1637620;27723;2871300;394,783;325141
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2020;1;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;1326;0;0;0;0;5434880;5067970;516728;432097;124047;30576;8;0;0;0;1422;135200;39,7833;13606
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2020;1;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;644;0;0;0;0;2266240;2044060;214560;172517;53190;12696;4;0;0;0;714;67600;16,95;6054
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2020;1;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;SCEL;SANTIAGO;;;CHILE;AMÉRICA DO SUL;INTERNACIONAL;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;11885;2276;2;0;0;0;0;0;4,9;0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2020;1;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;SPJC;CALLAO/LIMA, LIMA METROPOLITAN AREA;;;PERU;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;4506;24;824;2;0;17215400;15024000;1651840;1345880;460898;97743;31;12605700;239628;0;5460;523900;142,2;62179
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2020;1;SAME;MENDOZA, MENDOZA PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;492840;457246;46272;42493;12639;2738;1;0;0;0;180;16900;4;0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2020;1;SAME;MENDOZA, MENDOZA PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;1928;5;1012;0;0;5193860;4865020;490368;440251;129544;29016;12;2447020;0;0;2148;202800;42,5167;28714
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2020;1;SAME;MENDOZA, MENDOZA PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;SCEL;SANTIAGO;;;CHILE;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;2046;7;157;0;0;456288;417676;43056;36597;32138;2548;13;30772;0;0;2328;219700;12,8167;25400
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2020;1;SBAE;AREALVA;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2334;20;0;0;0;1108940;704868;107163;57772;49946;6342;21;0;0;0;3672;354900;19,1333;16284
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2020;1;SBAR;ARACAJU;SE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4926;27;557;0;0;7250700;6147340;776736;504282;189115;37468;29;719644;0;0;5612;601200;60,4;34167
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2020;1;SBAR;ARACAJU;SE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;252996;244272;24572;20136;7079;1454;1;0;0;0;174;16900;2,78333;0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2020;1;SBAR;ARACAJU;SE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;11149;63;9638;578;0;21749000;19009000;2566190;1604970;567205;104005;61;16432800;985490;0;12756;1505100;162,917;95535
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2020;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;903;1;2;0;0;6569280;4119490;616776;375043;154825;36496;8;9124;0;0;1440;135200;51,55;14484
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2020;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;6575;0;1;0;0;0;0;16900;3,83333;0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2020;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;6257;1612;1;0;0;0;0;0;2,53333;0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2020;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;8659;137;48762;320;0;17032400;13958300;1634520;1254100;471091;96720;60;78604300;515840;0;10566;1014000;157,083;79812
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2020;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4419;8;68187;342;0;6874310;5740280;658590;563877;183246;38970;30;88574900;444258;0;5292;507000;62,45;34485
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2020;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;9482;35;30442;0;0;12432400;10771600;1190280;904729;338654;70432;62;34582100;0;0;10944;1047800;113,467;54849
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2020;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;163;0;0;0;0;305460;276611;28679;23343;9384;1697;1;0;0;0;180;16900;2,83333;1531
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2020;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;14648;137;125254;405;0;40818100;36048700;4405370;3375150;1075100;219029;89;308250000;996705;0;16586;1790100;318,5;147617
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2020;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBMQ;MACAPÁ;AP;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;5015;7;16675;10;0;1831870;1649940;172360;138195;78097;10199;31;5486080;3290;0;5568;523900;26,4333;27285
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2020;1;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBAR;ARACAJU;SE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4207;35;22585;5;0;7759750;5435440;833454;471863;205735;40052;31;29179800;6460;0;6006;645100;66,4167;27121
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2020;1;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;8242;134;83144;31;0;17651400;13286100;1689000;1251980;438813;99944;62;134028000;49972;0;10950;1047800;153,7;75386
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2020;1;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;3311;0;2;0;0;0;0;33300;4,76667;0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2020;1;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBBV;BOA VISTA;RR;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4857;10;25650;5;0;14347200;12642900;1382760;1168760;349809;80320;32;69188200;55220;0;5716;550900;112,467;58369
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2020;1;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;18863;178;58064;610;0;15405000;11148000;1644610;927678;482805;83331;141;34315800;360510;0;26066;2782900;175,183;97008
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2020;1;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBCG;CAMPO GRANDE;MS;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4046;25;21241;118;0;3988600;3548340;400167;313193;124092;23679;27;18628400;103486;0;4548;456300;44,15;32441
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2020;1;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;8367;92;30292;76;0;10605800;9053090;1222200;784841;310745;61674;57;32775900;82232;0;9802;1129600;108,983;67571
